TimeSt,_ID,Country,Province,City,Latitude,Longitude,POI_Number,POI_Latitude,POI_Longitude
54:13.9,5281388,CA,AB,Calgary,50.9722,-114.062,1,53.546167,-113.485734
55:00.4,5296573,CA,AB,Edmonton,53.60844,-113.45967,1,53.546167,-113.485734
56:16.8,5321054,CA,BC,Maple Ridge,49.21811,-122.60136,1,53.546167,-113.485734
57:06.5,5331861,CA,QC,Beloeil,45.565,-73.1913,2,45.521629,-73.566024
57:55.6,5339348,CA,QC,Beloeil,45.565,-73.1913,2,45.521629,-73.566024
59:06.5,5353682,CA,ON,Oakville,43.4309,-79.7767,2,45.521629,-73.566024
00:00.8,4519038,CA,ON,Windsor,42.2287,-83.0182,2,45.521629,-73.566024
00:51.9,4533920,CA,AB,Sherwood Park,53.5263,-113.287,1,53.546167,-113.485734
01:03.0,5381015,CA,AB,Chestermere,51.054,-113.816,1,53.546167,-113.485734
01:06.9,4537728,CA,AB,Calgary,50.9505,-113.947,1,53.546167,-113.485734
01:38.0,4556688,CA,SK,Saskatoon,52.1225,-106.72488,1,53.546167,-113.485734
01:57.1,4573118,CA,BC,Surrey,49.0374,-122.8299,1,53.546167,-113.485734
02:07.4,4576728,CA,AB,Edmonton,53.4579,-113.412,1,53.546167,-113.485734
03:34.5,5405808,CA,AB,Calgary,50.88649,-114.04886,1,53.546167,-113.485734
04:05.9,5409360,CA,ON,Mississauga,43.5634,-79.6509,2,45.521629,-73.566024
06:08.0,5429692,CA,ON,Mississauga,43.5738,-79.7193,2,45.521629,-73.566024
06:57.0,4641340,CA,ON,Windsor,42.2287,-83.0182,2,45.521629,-73.566024
06:57.1,4640479,CA,ON,Markham,43.8451,-79.3175,2,45.521629,-73.566024
06:57.7,5437074,CA,ON,Markham,43.8735,-79.3335,2,45.521629,-73.566024
08:28.0,4663414,CA,AB,Edmonton,53.4501,-113.461,1,53.546167,-113.485734
09:22.5,4675820,CA,AB,Edmonton,53.5442,-113.495,1,53.546167,-113.485734
09:33.0,4676589,CA,ON,Waterloo,43.4634,-80.5201,2,45.521629,-73.566024
10:07.9,5463796,CA,ON,Tillsonburg,42.84685,-80.73006,2,45.521629,-73.566024
10:22.3,4685969,CA,AB,Calgary,51.053,-114.161,1,53.546167,-113.485734
11:15.8,5480705,CA,ON,Ottawa,45.4455,-75.6894,2,45.521629,-73.566024
11:26.5,5481419,CA,BC,Maple Ridge,49.2532,-122.587,1,53.546167,-113.485734
11:57.1,5487309,CA,MB,Grunthal,49.40433,-96.85283,1,53.546167,-113.485734
12:13.6,5489996,CA,ON,North York,43.7677,-79.4126,2,45.521629,-73.566024
13:26.5,4723406,CA,AB,Calgary,51.0915,-114.2073,1,53.546167,-113.485734
13:33.9,5505116,CA,QC,Verdun,45.46202,-73.57117,2,45.521629,-73.566024
13:35.4,5506069,CA,ON,Stratford,43.3716,-80.9773,2,45.521629,-73.566024
13:37.5,5506053,CA,AB,Calgary,50.99703,-114.12648,1,53.546167,-113.485734
13:48.0,4729115,CA,AB,Calgary,50.93674,-114.01066,1,53.546167,-113.485734
14:01.4,4732753,CA,AB,Calgary,51.06352,-113.91323,1,53.546167,-113.485734
14:04.8,4734257,CA,AB,Calgary,51.04988,-114.16641,1,53.546167,-113.485734
14:05.8,4733640,CA,AB,Edmonton,53.44693,-113.43865,1,53.546167,-113.485734
15:06.1,4747182,CA,ON,Newmarket,44.05405,-79.49965,2,45.521629,-73.566024
15:18.3,4749912,CA,ON,Etobicoke,43.6068,-79.5063,2,45.521629,-73.566024
15:19.0,4752174,CA,AB,Calgary,50.956,-114.079,1,53.546167,-113.485734
15:37.1,4755010,CA,SK,Saskatoon,52.1333,-106.6667,1,53.546167,-113.485734
15:49.1,5528056,CA,ON,Toronto,43.6459,-79.3857,2,45.521629,-73.566024
16:29.7,4766931,CA,ON,Brampton,43.7476,-79.6912,2,45.521629,-73.566024
16:42.8,5535944,CA,QC,Montréal,45.5493,-73.5797,2,45.521629,-73.566024
16:59.0,4774885,CA,AB,Calgary,51.0834,-114.094,1,53.546167,-113.485734
17:03.4,4776240,CA,ON,Powassan,46.089,-79.513,2,45.521629,-73.566024
18:18.0,5559222,CA,ON,Saint Catharines,43.1954,-79.2189,2,45.521629,-73.566024
18:18.3,4794120,CA,AB,Calgary,51.126,-114.2439,1,53.546167,-113.485734
18:41.4,4798606,CA,AB,Calgary,51.1467,-114.3133,1,53.546167,-113.485734
18:48.7,4800202,CA,ON,York,43.6883,-79.4496,2,45.521629,-73.566024
19:27.6,4806881,CA,ON,Cambridge,43.33,-80.2879,2,45.521629,-73.566024
20:09.1,4812275,CA,QC,Laval,45.54228,-73.76687,2,45.521629,-73.566024
21:14.0,5597334,CA,ON,Etobicoke,43.6068,-79.5063,2,45.521629,-73.566024
21:21.9,5598965,CA,ON,Toronto,43.6319,-79.3716,2,45.521629,-73.566024
22:30.2,5609719,CA,AB,Calgary,50.93386,-114.03157,1,53.546167,-113.485734
24:04.0,4861710,CA,ON,Guelph,43.5215,-80.2338,2,45.521629,-73.566024
24:52.6,4870652,CA,AB,Spruce Grove,53.54628,-113.88183,1,53.546167,-113.485734
25:21.3,4875037,CA,AB,Calgary,51.1387,-114.2015,1,53.546167,-113.485734
25:23.2,4875274,CA,ON,Toronto,43.6715,-79.3801,2,45.521629,-73.566024
26:02.2,4883808,CA,ON,Brampton,43.6656,-79.747,2,45.521629,-73.566024
26:39.3,4890606,CA,NS,Truro,45.3694,-63.2797,3,45.22483,-63.232729
26:45.6,4892922,CA,ON,Mississauga,43.56757,-79.67534,2,45.521629,-73.566024
27:19.4,4898095,CA,ON,Mississauga,43.5408,-79.6128,2,45.521629,-73.566024
28:12.7,4907364,CA,AB,Edmonton,53.44218,-113.44523,1,53.546167,-113.485734
30:57.7,4942808,CA,ON,Cambridge,43.424,-80.358,2,45.521629,-73.566024
31:23.9,4954201,CA,BC,Coquitlam,49.2366,-122.8521,1,53.546167,-113.485734
31:42.7,4960631,CA,AB,Calgary,50.95738,-114.22057,1,53.546167,-113.485734
31:51.4,4964718,CA,ON,Mississauga,43.5637,-79.7202,2,45.521629,-73.566024
32:50.4,4978993,CA,QC,Longueuil,45.5189,-73.4613,2,45.521629,-73.566024
33:06.6,4982123,CA,QC,Montréal,45.502,-73.562,2,45.521629,-73.566024
33:23.2,4985600,CA,AB,Calgary,51.0829,-114.095,1,53.546167,-113.485734
33:38.9,4991440,CA,AB,Red Deer County,52.2708,-113.622,1,53.546167,-113.485734
33:40.1,4990760,CA,ON,Port Hope,43.9492,-78.2935,2,45.521629,-73.566024
33:57.2,4996847,CA,ON,York,43.7068,-79.517,2,45.521629,-73.566024
34:26.4,5006005,CA,ON,Markham,43.8747,-79.2599,2,45.521629,-73.566024
34:32.5,5008273,CA,SK,Saskatoon,52.12613,-106.74186,1,53.546167,-113.485734
34:36.5,5009949,CA,AB,Wetaskiwin,52.8333,-113.45,1,53.546167,-113.485734
36:24.8,5035841,CA,ON,Sudbury,46.4917,-80.9928,2,45.521629,-73.566024
37:26.8,5051427,CA,ON,Concord,43.81385,-79.50348,2,45.521629,-73.566024
38:00.0,5060084,CA,ON,Thunder Bay,48.4527,-89.2162,2,45.521629,-73.566024
38:24.3,5066330,CA,ON,Oshawa,43.8894,-78.8766,2,45.521629,-73.566024
39:00.7,5075257,CA,ON,Saint Catharines,43.20627,-79.24278,2,45.521629,-73.566024
41:20.4,5104165,CA,ON,Scarborough,43.73046,-79.22689,2,45.521629,-73.566024
42:03.6,5115570,CA,ON,Scarborough,43.7876,-79.1541,2,45.521629,-73.566024
42:42.5,5124712,CA,AB,Red Deer,52.203,-113.552,1,53.546167,-113.485734
43:30.7,5137605,CA,AB,Brooks,50.562,-111.906,1,53.546167,-113.485734
43:32.5,5137938,CA,ON,Mississauga,43.5634,-79.6509,2,45.521629,-73.566024
45:24.3,5165789,CA,MB,Winnipeg,49.9429,-97.1651,1,53.546167,-113.485734
47:41.9,5196623,CA,ON,Richmond Hill,43.8428,-79.4239,2,45.521629,-73.566024
51:27.5,5246473,CA,AB,Lake Louise,51.4511,-116.183,1,53.546167,-113.485734
51:34.5,5248846,CA,ON,Newmarket,44.0542,-79.4531,2,45.521629,-73.566024
53:33.7,5274362,CA,AB,Calgary,51.0196,-114.20029,1,53.546167,-113.485734
54:44.3,5292099,CA,ON,Toronto,43.7028,-79.3877,2,45.521629,-73.566024
56:17.9,5321898,CA,AB,Calgary,51.0799,-114.081,1,53.546167,-113.485734
56:19.3,5321978,CA,AB,Fort Mackay,57.33883,-111.78713,1,53.546167,-113.485734
58:01.6,5340424,CA,AB,Calgary,51.1229,-114.189,1,53.546167,-113.485734
58:06.8,5340608,CA,AB,Calgary,51.1387,-114.2015,1,53.546167,-113.485734
58:31.1,5345439,CA,ON,Oshawa,43.9228,-78.8287,2,45.521629,-73.566024
59:01.4,5351152,CA,ON,Ottawa,45.3745,-75.7095,2,45.521629,-73.566024
59:01.5,5352090,CA,ON,Peterborough,44.3311,-78.3331,2,45.521629,-73.566024
00:23.5,5374449,CA,ON,Scarborough,43.7262,-79.232,2,45.521629,-73.566024
00:52.8,5380014,CA,AB,Calgary,51.053,-114.161,1,53.546167,-113.485734
01:04.3,4536536,CA,SK,Saskatoon,52.1225,-106.72488,1,53.546167,-113.485734
01:12.0,4539241,CA,ON,Brampton,43.6656,-79.747,2,45.521629,-73.566024
01:20.4,5383435,CA,BC,Vernon,50.2647,-119.268,1,53.546167,-113.485734
01:22.7,5384827,CA,QC,Montréal,45.467,-73.6484,2,45.521629,-73.566024
01:36.1,4554262,CA,ON,London,42.9611,-81.2431,2,45.521629,-73.566024
01:52.2,4569188,CA,ON,Barrie,44.3303,-79.7268,2,45.521629,-73.566024
01:59.0,4574483,CA,ON,Newmarket,44.0587,-79.4591,2,45.521629,-73.566024
02:28.2,5395273,CA,ON,Kanata,45.2823,-75.8459,2,45.521629,-73.566024
02:29.1,4581630,CA,AB,Cold Lake,54.4792,-110.203,1,53.546167,-113.485734
02:29.9,5397234,CA,BC,Vancouver,49.23903,-123.16355,1,53.546167,-113.485734
02:42.6,5399333,CA,AB,Calgary,51.06317,-114.1883,1,53.546167,-113.485734
02:53.0,4585756,CA,AB,Cochrane,51.2021,-114.2453,1,53.546167,-113.485734
03:43.6,5406561,CA,ON,Windsor,42.2654,-83.0261,2,45.521629,-73.566024
04:19.7,4601877,CA,ON,Toronto,43.6459,-79.3857,2,45.521629,-73.566024
04:22.3,5413296,CA,AB,Fort Mackay,57.32867,-111.75584,1,53.546167,-113.485734
04:24.5,4602751,CA,ON,Pickering,43.809,-79.131,2,45.521629,-73.566024
06:55.8,5435866,CA,MB,Winnipeg,49.9392,-97.0962,1,53.546167,-113.485734
06:57.0,4639541,CA,AB,Edmonton,53.5515,-113.492,1,53.546167,-113.485734
07:59.5,5446253,CA,ON,Brampton,43.7223,-79.73803,2,45.521629,-73.566024
08:08.1,5447065,CA,ON,Toronto,43.66341,-79.38597,2,45.521629,-73.566024
09:27.4,4675958,CA,AB,Calgary,51.1467,-114.3133,1,53.546167,-113.485734
09:37.7,4678231,CA,AB,Edmonton,53.5181,-113.5797,1,53.546167,-113.485734
09:58.9,4681898,CA,QC,Montréal,45.4979,-73.64152,2,45.521629,-73.566024
11:34.3,4699369,CA,BC,Vancouver,49.26383,-123.15154,1,53.546167,-113.485734
12:01.9,5488785,CA,AB,Red Deer,52.2692,-113.813,1,53.546167,-113.485734
12:42.6,5493515,CA,AB,Calgary,51.1325,-114.0276,1,53.546167,-113.485734
13:06.8,4718476,CA,AB,Edmonton,53.58966,-113.41353,1,53.546167,-113.485734
13:27.8,5503584,CA,AB,Red Deer,52.2895,-113.814,1,53.546167,-113.485734
14:20.1,4737483,CA,AB,Calgary,51.13004,-114.16492,1,53.546167,-113.485734
17:38.8,4786165,CA,MB,Winnipeg,49.82453,-97.15191,1,53.546167,-113.485734
17:49.5,5552392,CA,NS,Sydney,46.13409,-60.1749,3,45.22483,-63.232729
17:51.0,5550961,CA,ON,Toronto,43.6414,-79.4151,2,45.521629,-73.566024
18:21.9,4794930,CA,ON,Markham,43.82821,-79.29797,2,45.521629,-73.566024
18:40.3,4798780,CA,AB,Edmonton,53.4564,-113.521,1,53.546167,-113.485734
18:44.7,4799589,CA,AB,Duffield,53.5224,-114.216,1,53.546167,-113.485734
20:25.8,4815169,CA,ON,Toronto,43.64794,-79.38373,2,45.521629,-73.566024
20:50.7,5589518,CA,NS,Sydney,46.1149,-60.20269,3,45.22483,-63.232729
21:06.8,5592530,CA,AB,Sherwood Park,53.5263,-113.287,1,53.546167,-113.485734
22:02.0,5605844,CA,ON,Toronto,43.67108,-79.45974,2,45.521629,-73.566024
23:27.7,4853758,CA,AB,Edmonton,53.53661,-113.5103,1,53.546167,-113.485734
23:41.9,4856419,CA,AB,Calgary,51.0242,-114.1004,1,53.546167,-113.485734
24:09.7,4862262,CA,AB,Edmonton,53.5181,-113.5797,1,53.546167,-113.485734
24:42.5,4868402,CA,AB,Fort Mcmurray,56.7377,-111.438,1,53.546167,-113.485734
27:42.8,4902180,CA,AB,Calgary,51.0196,-114.20029,1,53.546167,-113.485734
28:51.3,4913894,CA,ON,Alliston,44.1492,-79.8553,2,45.521629,-73.566024
29:06.1,4917181,CA,AB,Edmonton,53.40541,-113.52139,1,53.546167,-113.485734
29:30.1,4922310,CA,AB,Calgary,51.063,-113.889,1,53.546167,-113.485734
30:07.1,4929699,CA,SK,Maryfield,49.8256,-101.534,1,53.546167,-113.485734
30:16.4,4930613,CA,SK,Saskatoon,52.1225,-106.72488,1,53.546167,-113.485734
31:14.0,4950221,CA,AB,Calgary,51.0419,-114.2,1,53.546167,-113.485734
33:09.6,4984130,CA,SK,Saskatoon,52.12613,-106.74186,1,53.546167,-113.485734
34:21.7,5003373,CA,AB,Calgary,51.12316,-114.24965,1,53.546167,-113.485734
34:28.8,5006989,CA,AB,Calgary,51.0196,-114.20029,1,53.546167,-113.485734
34:42.2,5012975,CA,AB,Edmonton,53.587,-113.441,1,53.546167,-113.485734
34:43.4,5012352,CA,AB,Calgary,51.0475,-114.068,1,53.546167,-113.485734
35:17.2,5022832,CA,AB,Calgary,50.9505,-113.947,1,53.546167,-113.485734
37:26.5,5051136,CA,ON,Scarborough,43.81616,-79.21726,2,45.521629,-73.566024
37:48.5,5057071,CA,BC,Richmond,49.13159,-123.07022,1,53.546167,-113.485734
38:12.8,5063739,CA,AB,Calgary,50.9819,-114.1004,1,53.546167,-113.485734
39:09.6,5076423,CA,AB,Lethbridge,49.6836,-112.834,1,53.546167,-113.485734
39:33.3,5082287,CA,ON,Brantford,43.1508,-80.2094,2,45.521629,-73.566024
40:50.2,5097299,CA,AB,Edmonton,53.4567,-113.5801,1,53.546167,-113.485734
40:50.6,5097490,CA,ON,Toronto,43.7321,-79.53722,2,45.521629,-73.566024
41:22.9,5104012,CA,BC,Langley,49.11298,-122.66414,1,53.546167,-113.485734
41:26.8,5105769,CA,ON,Markham,43.8735,-79.3335,2,45.521629,-73.566024
41:48.2,5110297,CA,ON,Scarborough,43.7936,-79.2692,2,45.521629,-73.566024
43:31.0,5136908,CA,QC,Montréal,45.5096,-73.5592,2,45.521629,-73.566024
44:35.4,5154833,CA,ON,Brantford,43.1508,-80.2094,2,45.521629,-73.566024
46:10.7,5178457,CA,AB,Calgary,50.9505,-113.947,1,53.546167,-113.485734
47:06.9,5190648,CA,QC,Sainte-Foy,46.7612,-71.2938,2,45.521629,-73.566024
47:33.6,5195566,CA,ON,North York,43.7353,-79.5408,2,45.521629,-73.566024
50:35.5,5233088,CA,AB,Calgary,51.0475,-114.068,1,53.546167,-113.485734
50:44.2,5235014,CA,ON,Brampton,43.684,-79.7716,2,45.521629,-73.566024
51:16.4,5243188,CA,BC,Burnaby,49.234,-123.02,1,53.546167,-113.485734
51:44.8,5249910,CA,AB,Calgary,51.0494,-113.9564,1,53.546167,-113.485734
52:24.6,5258418,CA,AB,Calgary,51.0378,-114.065,1,53.546167,-113.485734
52:32.3,5260573,CA,NL,Grand Falls-Windsor,48.9341,-55.6512,3,45.22483,-63.232729
55:50.8,5311042,CA,AB,Calgary,51.1733,-114.124,1,53.546167,-113.485734
56:10.0,5320032,CA,ON,Mississauga,43.6046,-79.6729,2,45.521629,-73.566024
56:15.2,5320870,CA,NB,Fredericton,45.9527,-66.6558,3,45.22483,-63.232729
58:56.1,5349116,CA,AB,Calgary,51.1076,-114.158,1,53.546167,-113.485734
59:16.9,5357981,CA,ON,Toronto,43.6466,-79.4493,2,45.521629,-73.566024
59:25.5,5360711,CA,QC,Sainte-Foy,46.7823,-71.2882,2,45.521629,-73.566024
59:47.5,5365302,CA,ON,Barrie,44.3303,-79.7268,2,45.521629,-73.566024
00:21.1,4527441,CA,ON,Burlington,43.375,-79.8434,2,45.521629,-73.566024
00:26.2,4527882,CA,ON,Dundas,43.2649,-79.9555,2,45.521629,-73.566024
00:38.5,5376899,CA,ON,Burlington,43.303,-79.7988,2,45.521629,-73.566024
00:38.6,5377717,CA,ON,Burlington,43.35,-79.758,2,45.521629,-73.566024
01:32.9,5386361,CA,AB,Medicine Hat,50.06541,-110.68368,1,53.546167,-113.485734
01:34.7,4554758,CA,ON,Owen Sound,44.5642,-80.9428,2,45.521629,-73.566024
02:02.0,4575382,CA,AB,Red Deer,52.2651,-113.794,1,53.546167,-113.485734
02:07.8,5391022,CA,AB,Calgary,51.0272,-114.0349,1,53.546167,-113.485734
02:08.3,4576859,CA,SK,Regina,50.433,-104.594,1,53.546167,-113.485734
02:12.9,5391309,CA,ON,Mississauga,43.5769,-79.6283,2,45.521629,-73.566024
02:27.2,4580962,CA,ON,Brampton,43.76399,-79.71883,2,45.521629,-73.566024
02:38.3,4583342,CA,ON,Windsor,42.3159,-83.0311,2,45.521629,-73.566024
04:18.5,5411835,CA,MB,Winnipeg,49.78809,-97.15308,1,53.546167,-113.485734
04:53.8,5420382,CA,AB,Calgary,50.9819,-114.1004,1,53.546167,-113.485734
05:40.9,4621486,CA,ON,Toronto,43.6414,-79.4151,2,45.521629,-73.566024
07:29.2,4650825,CA,AB,Calgary,51.0203,-114.152,1,53.546167,-113.485734
08:14.6,5447751,CA,ON,Thornhill,43.8395,-79.3831,2,45.521629,-73.566024
08:32.6,4665678,CA,AB,Calgary,51.1581,-113.938,1,53.546167,-113.485734
08:42.0,4666429,CA,AB,Calgary,50.9581,-114.012,1,53.546167,-113.485734
08:42.1,4666574,CA,ON,Toronto,43.7129,-79.3888,2,45.521629,-73.566024
09:57.3,4681706,CA,AB,Calgary,51.0419,-114.2,1,53.546167,-113.485734
10:31.1,4688282,CA,AB,Calgary,50.9722,-114.062,1,53.546167,-113.485734
10:47.7,4691766,CA,ON,Innisfil,44.3479,-79.5594,2,45.521629,-73.566024
10:59.2,4692797,CA,ON,Pickering,43.86255,-79.08609,2,45.521629,-73.566024
11:42.2,5484782,CA,AB,Edmonton,53.4104,-113.517,1,53.546167,-113.485734
12:17.8,4709061,CA,AB,Edmonton,53.55,-113.5,1,53.546167,-113.485734
13:00.2,4717971,CA,AB,Edmonton,53.57741,-113.54728,1,53.546167,-113.485734
13:05.1,4718306,CA,ON,Mississauga,43.5771,-79.6306,2,45.521629,-73.566024
14:01.3,4731632,CA,ON,Mississauga,43.603,-79.5938,2,45.521629,-73.566024
15:43.9,4757134,CA,ON,Toronto,43.6606,-79.4635,2,45.521629,-73.566024
15:53.6,4759084,CA,AB,Calgary,51.14276,-114.05449,1,53.546167,-113.485734
16:13.6,4763693,CA,ON,Richmond Hill,43.8428,-79.4239,2,45.521629,-73.566024
16:16.8,5532480,CA,AB,Edmonton,53.51074,-113.64902,1,53.546167,-113.485734
17:16.9,5541791,CA,AB,Calgary,51.0081,-114.073,1,53.546167,-113.485734
17:34.5,5546782,CA,AB,Calgary,51.0876,-114.109,1,53.546167,-113.485734
17:40.8,4786433,CA,ON,Ottawa,45.3244,-75.6048,2,45.521629,-73.566024
17:53.4,5552182,CA,ON,Saint Catharines,43.1954,-79.2189,2,45.521629,-73.566024
18:02.2,4791500,CA,ON,Etobicoke,43.6879,-79.557,2,45.521629,-73.566024
19:00.0,4801989,CA,AB,Edmonton,53.44253,-113.41096,1,53.546167,-113.485734
19:04.1,4803220,CA,ON,Dryden,49.785,-92.84,1,53.546167,-113.485734
19:18.2,5571371,CA,BC,Vancouver,49.2755,-123.129,1,53.546167,-113.485734
19:34.3,4807764,CA,NB,Fredericton,45.9527,-66.6558,3,45.22483,-63.232729
19:37.4,4808173,CA,AB,Calgary,51.05085,-114.07624,1,53.546167,-113.485734
19:43.1,4809097,CA,AB,Calgary,51.0524,-114.038,1,53.546167,-113.485734
20:26.6,4815841,CA,AB,Calgary,50.92575,-113.9618,1,53.546167,-113.485734
20:35.7,5587915,CA,AB,Edmonton,53.45,-113.5545,1,53.546167,-113.485734
21:07.0,5593405,CA,ON,Woodbridge,43.8069,-79.5978,2,45.521629,-73.566024
21:22.1,5599012,CA,ON,Ottawa,45.44176,-75.64361,2,45.521629,-73.566024
22:10.4,5606788,CA,MB,Winnipeg,49.9429,-97.1651,1,53.546167,-113.485734
22:33.8,5609910,CA,ON,Thornhill,43.8395,-79.3831,2,45.521629,-73.566024
22:53.3,5614047,CA,ON,Mississauga,43.5634,-79.6509,2,45.521629,-73.566024
24:35.6,4867173,CA,AB,Spruce Grove,53.54628,-113.88183,1,53.546167,-113.485734
25:20.2,4874702,CA,BC,Richmond,49.1945,-123.04611,1,53.546167,-113.485734
26:17.7,4887748,CA,AB,Calgary,51.1264,-114.1419,1,53.546167,-113.485734
29:11.7,4918442,CA,ON,Richmond Hill,43.8428,-79.4239,2,45.521629,-73.566024
29:34.9,4922521,CA,BC,Prince George,53.8921,-122.784,1,53.546167,-113.485734
29:59.6,4926914,CA,QC,Longueuil,45.50906,-73.4562,2,45.521629,-73.566024
30:37.6,4936477,CA,ON,Scarborough,43.7295,-79.2629,2,45.521629,-73.566024
31:04.2,4946508,CA,AB,Sherwood Park,53.53555,-113.31785,1,53.546167,-113.485734
31:08.7,4948043,CA,ON,Toronto,43.64418,-79.40155,2,45.521629,-73.566024
31:35.3,4958438,CA,AB,Calgary,51.0081,-114.073,1,53.546167,-113.485734
31:54.1,4964360,CA,ON,Oakville,43.4462,-79.6688,2,45.521629,-73.566024
32:13.9,4967871,CA,SK,Saskatoon,52.1225,-106.72488,1,53.546167,-113.485734
32:15.5,4968834,CA,BC,Coquitlam,49.2259,-122.841,1,53.546167,-113.485734
32:21.4,4969546,CA,AB,Calgary,51.0876,-114.0214,1,53.546167,-113.485734
32:25.1,4970427,CA,AB,Calgary,51.0378,-114.08,1,53.546167,-113.485734
32:35.5,4974218,CA,BC,Vancouver,49.2636,-123.13467,1,53.546167,-113.485734
32:50.4,4978097,CA,AB,Calgary,51.0328,-114.07461,1,53.546167,-113.485734
33:20.9,4986251,CA,ON,Mississauga,43.5769,-79.6283,2,45.521629,-73.566024
33:40.6,4990842,CA,ON,Barrie,44.3303,-79.7268,2,45.521629,-73.566024
34:16.3,5001584,CA,SK,Saskatoon,52.1218,-106.645,1,53.546167,-113.485734
35:47.2,5027961,CA,ON,Markham,43.8341,-79.3302,2,45.521629,-73.566024
36:58.6,5043194,CA,ON,Windsor,42.2287,-83.0182,2,45.521629,-73.566024
37:48.8,5057334,CA,AB,Edmonton,53.4104,-113.517,1,53.546167,-113.485734
37:50.3,5057360,CA,AB,Edmonton,53.587,-113.441,1,53.546167,-113.485734
37:59.6,5060797,CA,AB,Calgary,51.0946,-114.115,1,53.546167,-113.485734
38:03.9,5062167,CA,ON,Toronto,43.7028,-79.3877,2,45.521629,-73.566024
38:15.1,5064803,CA,ON,Toronto,43.63972,-79.38376,2,45.521629,-73.566024
39:12.9,5077160,CA,ON,Toronto,43.6796,-79.4343,2,45.521629,-73.566024
39:15.3,5078560,CA,BC,Vancouver,49.24499,-123.11501,1,53.546167,-113.485734
40:01.4,5087174,CA,ON,North York,43.781,-79.3483,2,45.521629,-73.566024
40:19.8,5091200,CA,AB,Calgary,51.0081,-114.073,1,53.546167,-113.485734
41:28.0,5106010,CA,BC,North Vancouver,49.32863,-123.12047,1,53.546167,-113.485734
41:41.5,5108776,CA,AB,Edmonton,53.4564,-113.521,1,53.546167,-113.485734
41:48.0,5110543,CA,ON,Mississauga,43.6046,-79.6729,2,45.521629,-73.566024
41:51.4,5112417,CA,SK,Saskatoon,52.1225,-106.72488,1,53.546167,-113.485734
42:13.3,5118988,CA,ON,London,42.9399,-81.2709,2,45.521629,-73.566024
42:13.6,5119413,CA,QC,Châteauguay,45.3617,-73.7428,2,45.521629,-73.566024
42:57.5,5129235,CA,AB,Calgary,51.0818,-113.959,1,53.546167,-113.485734
43:01.2,5129554,CA,MB,Beausejour,50.0601,-96.5159,1,53.546167,-113.485734
43:22.3,5134809,CA,ON,Brantford,43.1772,-80.248,2,45.521629,-73.566024
43:39.2,5140073,CA,AB,Edmonton,53.6134,-113.541,1,53.546167,-113.485734
43:47.8,5141887,CA,SK,Saskatoon,52.1225,-106.72488,1,53.546167,-113.485734
43:49.3,5141627,CA,AB,Calgary,51.0627,-114.1174,1,53.546167,-113.485734
44:04.4,5144963,CA,AB,Calgary,51.0818,-113.959,1,53.546167,-113.485734
44:12.9,5148985,CA,AB,Edmonton,53.4583,-113.569,1,53.546167,-113.485734
44:19.3,5150805,CA,ON,Oakville,43.4309,-79.7767,2,45.521629,-73.566024
46:11.0,5178471,CA,ON,Ancaster,43.221,-79.9398,2,45.521629,-73.566024
46:34.6,5184577,CA,ON,Thornhill,43.8395,-79.3831,2,45.521629,-73.566024
47:04.8,5189413,CA,ON,Kingston,44.2647,-76.5504,2,45.521629,-73.566024
49:05.0,5215782,CA,ON,Ottawa,45.444,-75.693,2,45.521629,-73.566024
52:11.8,5254356,CA,ON,Sudbury,46.5213,-80.947,2,45.521629,-73.566024
52:18.9,5256422,CA,AB,Red Deer,52.13485,-113.86208,1,53.546167,-113.485734
52:48.3,5264977,CA,SK,Saskatoon,52.1218,-106.645,1,53.546167,-113.485734
53:16.9,5271280,CA,ON,Mississauga,43.5738,-79.7193,2,45.521629,-73.566024
54:07.3,5279302,CA,AB,Edmonton,53.624,-113.441,1,53.546167,-113.485734
55:05.1,5298325,CA,ON,York,43.675,-79.4811,2,45.521629,-73.566024
55:36.5,5304989,CA,ON,North York,43.7677,-79.4126,2,45.521629,-73.566024
55:51.0,5312710,CA,AB,Calgary,50.98554,-114.07364,1,53.546167,-113.485734
56:20.0,5323246,CA,AB,Vegreville,53.43683,-113.48363,1,53.546167,-113.485734
56:41.2,5326323,CA,AB,Edmonton,53.43023,-113.45511,1,53.546167,-113.485734
57:15.8,5332476,CA,QC,Beauport,46.87028,-71.18027,2,45.521629,-73.566024
59:01.3,5350538,CA,ON,Oakville,43.454,-79.692,2,45.521629,-73.566024
00:00.3,4517044,CA,ON,Windsor,42.2825,-83.0372,2,45.521629,-73.566024
01:21.6,4541655,CA,ON,Ottawa,45.3951,-75.6302,2,45.521629,-73.566024
01:29.6,4548318,CA,ON,Windsor,42.3297,-82.9482,2,45.521629,-73.566024
01:31.3,4548784,CA,ON,Guelph,43.5412,-80.2469,2,45.521629,-73.566024
01:32.9,5386183,CA,ON,Brampton,43.6909,-79.8377,2,45.521629,-73.566024
01:50.9,4565710,CA,ON,Thunder Bay,48.3684,-89.284,2,45.521629,-73.566024
02:21.7,4578788,CA,AB,Edmonton,53.55,-113.5,1,53.546167,-113.485734
03:15.6,4591990,CA,ON,London,43.02465,-81.28016,2,45.521629,-73.566024
03:47.9,4596714,CA,AB,Edmonton,53.41789,-113.4663,1,53.546167,-113.485734
04:05.5,5409129,CA,BC,Vancouver,49.28079,-123.0534,1,53.546167,-113.485734
